timestamp,chilledWater-TonDays,mean,std,deviation,abnormal,holder
1.42629E+12,2.282406671,3.648904041,9.345469357,-0.146220304,0,
1.42638E+12,2.094736088,2.070646751,9.245375255,0.002605555,0,
1.42646E+12,3.617788381,5.714767154,9.680625952,-0.216616031,0,
1.42655E+12,3.677329205,2.798713752,9.390748685,0.093561811,0,
1.42664E+12,2.838062542,3.884392543,9.677857634,-0.10811587,0,
1.42672E+12,3.398823626,3.378768691,9.780939469,0.00205041,0,
1.42681E+12,3.004127429,2.442286467,9.331114818,0.060211558,0,
1.4269E+12,2.457712047,2.172745435,9.241488611,0.030835575,0,
1.42698E+12,2.096303145,4.969304841,9.379847041,-0.306295154,0,
1.42707E+12,3.114257072,8.547473407,9.411560715,-0.577291748,0,
1.42716E+12,4.177505831,6.014026812,9.406218594,-0.195245407,0,
1.42724E+12,4.981587896,6.527748469,9.375416834,-0.164916462,0,
1.42733E+12,5.275733758,4.065793754,9.254825077,0.130736129,0,
1.42741E+12,3.51679953,3.807712536,9.308537576,-0.031252278,0,
1.4275E+12,2.496312732,3.202128352,9.275552098,-0.07609419,0,
1.42759E+12,2.420225283,5.900852596,9.463727382,-0.367786092,0,
1.42767E+12,3.016099746,2.082890297,9.29919399,0.100353799,0,
1.42776E+12,4.445485601,5.189187132,9.344794389,-0.079584579,0,
1.42785E+12,3.99019528,7.665043767,9.513937376,-0.386259478,0,
1.42793E+12,5.136269623,12.34633205,9.276559356,-0.777234549,0,
1.42802E+12,5.346341686,9.225191381,9.305548737,-0.416831914,0,
1.42811E+12,2.921289318,3.09432461,9.34215969,-0.01852198,0,
1.42819E+12,2.738588017,4.146652154,9.32883447,-0.150936769,0,
1.42828E+12,3.876169902,7.126483096,9.345502348,-0.34779438,0,
1.42836E+12,4.595440879,3.052544008,9.273044277,0.166385151,0,
1.42845E+12,4.289890707,4.078322767,9.264455718,0.022836521,0,
1.42854E+12,2.703722605,3.633273648,9.304701664,-0.09990122,0,
1.42862E+12,3.375646868,4.826492132,9.256236223,-0.156742463,0,
1.42871E+12,2.512964404,5.718490056,9.44095035,-0.339534214,0,
1.4288E+12,2.500341732,15.4617312,9.496773852,-1.364820271,0,
1.42888E+12,5.519217016,52.58159432,9.662853473,-4.870443026,1,
1.42897E+12,6.109619462,32.22850607,9.499171115,-2.749596391,1,
1.42906E+12,6.623893065,38.5938184,9.521605793,-3.357619085,1,
1.42914E+12,9.016893618,17.22256949,9.422575599,-0.87085275,0,
1.42923E+12,8.547308447,16.90986688,9.520112291,-0.878409642,0,
1.42932E+12,3.801841126,7.982840605,9.369954285,-0.446213434,0,
1.4294E+12,3.412873656,6.895194311,9.592392173,-0.363029429,0,
1.42949E+12,4.361221704,1.910808523,9.353546304,0.261976912,0,
1.42957E+12,8.890088704,30.40207928,9.408888708,-2.286347649,1,
1.42966E+12,11.30553024,38.92321105,9.450358063,-2.922395175,1,
1.42975E+12,5.283836967,5.476912195,9.296570959,-0.020768435,0,
1.42983E+12,5.30768322,9.757657204,9.663214157,-0.460506609,0,
1.42992E+12,3.562852052,4.688261574,9.409645587,-0.119601691,0,
1.43001E+12,3.939182341,3.886082367,9.258887087,0.005735028,0,
1.43009E+12,6.404532907,5.761876431,9.250741455,0.069470807,0,
1.43018E+12,6.689291902,20.11022596,9.361198526,-1.433676897,0,
1.43027E+12,7.232054758,8.545514444,9.348542397,-0.140498875,0,
1.43035E+12,15.90639893,11.70877354,9.312028032,0.450774565,0,
1.43044E+12,7.755860417,4.705916457,9.320189407,0.327240556,0,
1.43052E+12,11.35742641,6.90196527,9.585403723,0.464817265,0,
1.43061E+12,25.84277728,17.06444236,9.455458458,0.92838808,0,
1.4307E+12,99.09330627,98.17125227,10.07771908,0.091494315,0,
1.43078E+12,65.56933017,66.21887413,10.26084004,-0.063303195,0,
1.43087E+12,71.12477569,75.30845874,9.934011609,-0.421147389,0,
1.43096E+12,96.10797318,97.42524921,10.91577486,-0.120676365,0,
1.43104E+12,39.10184631,44.39660668,9.635174476,-0.549524078,0,
1.43113E+12,39.23388464,20.87515137,9.497668833,1.932972563,0,
1.43122E+12,97.83668792,58.77468934,10.11682589,3.861092303,1,
1.4313E+12,96.62400444,78.96002407,10.82473131,1.631816982,0,
1.43139E+12,96.04559577,71.87347349,9.762937695,2.475906641,1,
1.43148E+12,43.76484786,50.14985363,9.745750671,-0.655157923,0,
1.43156E+12,48.92187881,51.63784967,9.874815055,-0.275040174,0,
1.43165E+12,56.37135383,52.54020929,9.586841196,0.399625326,0,
1.43173E+12,26.77296057,26.18257605,9.818592966,0.060129239,0,
1.43182E+12,59.79028998,26.2872512,10.25861082,3.265845578,1,
1.43191E+12,29.73942547,20.39879777,9.733856254,0.959601977,0,
1.43199E+12,25.80994989,32.81979531,9.977300696,-0.702579348,0,
1.43208E+12,24.94023973,37.73532058,9.679569381,-1.321864677,0,
1.43217E+12,29.00384293,29.82498915,9.573006158,-0.085777258,0,
1.43225E+12,40.82087272,43.86565163,9.61816622,-0.316565428,0,
1.43234E+12,13.76044367,16.37831628,9.734404905,-0.268929907,0,
1.43243E+12,51.73656806,28.94100839,9.66929799,2.357519615,1,
1.43251E+12,62.320318,55.66447152,11.1111423,0.599024502,0,
1.4326E+12,85.48117163,97.80209702,9.791061382,-1.258385063,0,
1.43268E+12,154.4507171,112.4916061,9.830971066,4.268053549,1,
1.43277E+12,144.4733702,120.5446025,9.739244558,2.456942896,1,
1.43286E+12,93.94701667,80.41618573,9.877674299,1.369839755,0,
1.43294E+12,66.05127884,35.7798336,9.895078605,3.059242523,1,
1.43303E+12,27.26352041,25.77131282,10.96913927,0.13603689,0,
1.43312E+12,6.949749167,3.428176189,9.442469028,0.37295044,0,
1.4332E+12,4.358163675,3.307601372,9.371656781,0.112099955,0,
1.43329E+12,5.627290169,10.27467907,9.494375724,-0.489488623,0,
1.43338E+12,9.982749085,21.45685494,9.785141292,-1.172605025,0,
1.43346E+12,11.56655769,30.23305846,9.622103097,-1.939960587,0,
1.43355E+12,28.24661352,23.44336492,9.411333014,0.510368573,0,
1.43364E+12,16.33713263,24.34146704,9.594044323,-0.834302421,0,
1.43372E+12,26.88070557,57.01053275,9.575342225,-3.146605779,1,
1.43381E+12,40.79628382,89.5879093,9.824495123,-4.966323955,1,
1.43389E+12,49.50442435,86.17885162,9.667451116,-3.793598419,1,
1.43398E+12,71.49034912,113.656974,10.1005084,-4.17470321,1,
1.43407E+12,83.13104053,99.01316678,10.20451263,-1.556382634,0,
1.43415E+12,36.07368077,37.72088295,9.995517517,-0.164794087,0,
1.43424E+12,29.39275154,32.16705189,9.547395966,-0.290581889,0,
1.43433E+12,25.13372214,11.45216814,10.14473901,1.348635385,0,
1.43441E+12,48.20123291,73.76301235,9.930614502,-2.574038036,1,
1.4345E+12,45.36959349,73.02404083,9.60660937,-2.878689689,1,
1.43459E+12,54.20177975,60.99762772,9.774290946,-0.695277848,0,
1.43467E+12,78.9361754,84.3160737,9.621429148,-0.559157919,0,
1.43476E+12,36.63233773,29.75533226,9.423113419,0.729801835,0,
1.43484E+12,33.30847433,36.8573676,11.4706701,-0.309388488,0,
1.43493E+12,101.8498814,114.6343186,9.860241701,-1.296564284,0,
1.43502E+12,106.4450439,139.46635,10.34912046,-3.190735508,1,
1.43528E+12,55.58713539,58.91127211,9.818362653,-0.338563245,0,
1.43536E+12,29.33517776,29.98565174,9.765039359,-0.066612531,0,
1.43545E+12,19.82377551,7.982644408,9.789805009,1.209536971,0,
1.43554E+12,34.95445254,53.87854783,9.722525446,-1.946417666,0,
1.43562E+12,62.85572385,83.94286023,9.598916676,-2.19682461,1,
1.43571E+12,63.19935262,88.75862923,9.957076027,-2.566946013,1,
1.4358E+12,72.36709281,93.03431635,9.514035978,-2.172287722,1,
1.43588E+12,68.94444461,75.33684952,9.881096016,-0.646932779,0,
1.43597E+12,30.56256939,32.60053448,10.05583824,-0.202664864,0,
1.43605E+12,61.32245734,51.29755606,9.714719811,1.031929019,0,
1.43614E+12,116.7461574,114.2935288,10.17927453,0.240943362,0,
1.43623E+12,112.3817139,146.071553,10.56747691,-3.188068389,1,
1.43631E+12,122.089603,143.374118,10.10957992,-2.105380761,1,
1.4364E+12,71.73944382,68.39990324,9.753090022,0.342408464,0,
1.43649E+12,75.09369209,84.37174261,9.707934651,-0.955718271,0,
1.43657E+12,55.66233436,30.35923926,11.07164163,2.285396868,1,
1.43666E+12,89.45560234,87.33047967,11.36740659,0.186948769,0,
1.43675E+12,121.7163507,119.8150664,9.75940485,0.194815598,0,
1.43683E+12,108.5830903,132.2010227,9.956975877,-2.371998557,1,
1.43692E+12,120.5885313,135.5954116,9.858937441,-1.522160007,0,
1.437E+12,67.00967785,63.74326865,9.907391912,0.329694154,0,
1.43709E+12,83.40524063,83.46090899,9.569894988,-0.00581703,0,
1.43718E+12,41.93729482,43.29520588,10.73067921,-0.126544745,0,
1.43726E+12,96.08856612,129.4471822,14.12192061,-2.362186915,1,
1.43735E+12,147.3401497,174.1828245,16.64139628,-1.613006165,0,
1.43744E+12,109.5114304,118.9170676,11.7292665,-0.801894747,0,
1.43752E+12,105.3361126,99.44621316,10.39176266,0.566785408,0,
1.43761E+12,93.53088477,97.84326299,9.901779267,-0.435515487,0,
1.4377E+12,89.18314428,76.34828472,9.88918705,1.297868014,0,
1.43778E+12,39.97175618,26.24751653,9.450785487,1.452179786,0,
1.43787E+12,46.95279235,58.50549076,10.22275352,-1.130096543,0,
1.43796E+12,90.60435614,142.454177,9.991416224,-5.189436584,1,
1.43804E+12,93.66175444,157.3673002,10.60242872,-6.008580428,1,
1.43813E+12,113.1994569,160.7428015,11.29206929,-4.210330582,1,
1.43821E+12,129.8524761,151.3926699,11.4202937,-1.886133089,0,
1.4383E+12,104.5400937,132.8132692,10.07548243,-2.806136153,1,
1.43839E+12,92.1582149,40.77256908,10.11991841,5.077673923,1,
1.43847E+12,96.43933838,41.74632052,10.35776889,5.280386003,1,
1.43856E+12,110.0246867,134.3788189,10.66155905,-2.284293702,1,
1.43865E+12,58.94117152,138.1044528,10.20475944,-7.757486274,1,
1.43873E+12,62.88923341,99.9251022,9.860988626,-3.755796726,1,
1.43882E+12,56.99539884,83.19764693,10.02047094,-2.61487192,1,
1.43891E+12,56.07921538,80.71768483,9.597046965,-2.567296955,1,
1.43899E+12,36.62806221,30.47857153,9.422860788,0.65261398,0,
1.43908E+12,17.53818418,34.70389966,9.620914937,-1.784208217,0,
1.43916E+12,69.42596803,100.4666143,9.57969933,-3.240252666,1,
1.43925E+12,80.42299076,97.10033976,11.51171142,-1.448728897,0,
1.43934E+12,110.3545941,116.5818366,9.60992729,-0.648001001,0,
1.43942E+12,100.0154823,108.6504856,9.587963743,-0.900608675,0,
1.43951E+12,116.2372073,105.3820072,10.1696151,1.067415036,0,
1.4396E+12,104.4569722,54.37166839,10.335133,4.846120878,1,
1.43968E+12,103.9421299,83.07017768,10.74805754,1.941927843,0,
1.43977E+12,145.5996899,154.2508744,13.36672979,-0.64721773,0,
1.43986E+12,138.8480132,160.6957496,11.83254202,-1.84641106,0,
1.43994E+12,127.8238378,153.7964074,9.774158307,-2.657269171,1,
1.44003E+12,128.3499077,130.2790148,10.22301386,-0.188702384,0,
1.44012E+12,113.9101296,112.4993511,13.45081384,0.104884242,0,
1.4402E+12,58.61535301,53.65611672,10.5118964,0.471773704,0,
1.44029E+12,55.17363572,30.81727419,13.55636507,1.796673475,0,
1.44037E+12,83.6280785,122.001559,11.62972578,-3.299603208,1,
1.44046E+12,91.11038927,140.4751543,10.61147584,-4.652016914,1,
1.44055E+12,96.15706534,133.1888429,10.77195113,-3.437796654,1,
1.44063E+12,82.27538224,102.855231,10.11689612,-2.034205803,1,
1.44072E+12,76.71318227,91.0948959,10.3743481,-1.386276371,0,
1.44081E+12,52.57980566,31.30027105,9.590206048,2.2188819,1,
1.44089E+12,56.38122236,76.79598379,10.33341697,-1.975606084,1,
1.44098E+12,101.9550845,130.2690069,15.38562348,-1.840284367,0,
1.44107E+12,94.27502888,112.1127799,11.64150743,-1.532254399,0,
1.44115E+12,133.9498153,134.4132842,11.48077146,-0.040369144,0,
1.44124E+12,146.945324,146.4742969,11.07247407,0.042540366,0,
1.44132E+12,82.25499714,81.14728552,10.04271103,0.110300058,0,
1.44141E+12,52.64620345,29.75149297,9.424419987,2.429296499,1,
1.4415E+12,75.00836377,49.01021166,9.685126695,2.684337844,1,
1.44158E+12,124.1387283,98.95584336,13.37950538,1.882198498,0,
1.44167E+12,165.4559052,151.2615639,13.66350336,1.038850796,0,
1.44176E+12,166.0011437,170.7887806,12.38356835,-0.386612063,0,
1.44184E+12,104.6410386,92.41588826,10.80261746,1.131684093,0,
1.44193E+12,66.30415525,69.16545579,10.27570848,-0.278452872,0,
1.44202E+12,48.12044681,32.97659156,9.686917947,1.563330601,0,
1.4421E+12,35.57269005,24.48145746,12.27479147,0.903578087,0,
1.44219E+12,56.55688787,61.59414422,9.588673062,-0.525334039,0,
1.44228E+12,79.82012118,97.83544067,10.32070936,-1.745550512,0,
1.44236E+12,117.2797164,100.8350828,10.43989444,1.5751724,0,
1.44245E+12,108.0047592,127.283051,10.96220111,-1.758615049,0,
1.44253E+12,126.4331707,120.0032669,11.92308008,0.539282113,0,
1.44262E+12,96.97883791,38.6512539,9.595150703,6.078860648,1,
1.44271E+12,66.76662641,40.82224604,9.553558192,2.715677222,1,
1.44279E+12,49.46451362,41.28067931,9.444245536,0.866541883,0,
1.44288E+12,50.99838615,39.95019763,9.418933781,1.172976557,0,
1.44297E+12,55.18728393,51.50922173,9.527298567,0.3860551,0,
1.44305E+12,59.67882135,57.69196143,9.636072471,0.206189806,0,
1.44314E+12,40.34411765,34.703764,9.437613946,0.597646151,0,
1.44323E+12,19.9068108,12.00456943,9.341447566,0.845933279,0,
1.44331E+12,27.97479979,16.63567394,9.384142554,1.208328388,0,
1.4434E+12,81.25350547,79.02226868,10.18910179,0.218982678,0,
1.44348E+12,117.2478774,117.2663208,11.3866776,-0.001619733,0,
1.44357E+12,89.66995307,106.4750397,12.17406817,-1.380400243,0,
1.44366E+12,16.79672744,12.47848329,9.358961718,0.461402053,0,
1.44374E+12,10.59202694,3.721267143,9.296877286,0.739039527,0,
1.44383E+12,7.839406186,3.180310342,9.273385442,0.502415852,0,
1.44392E+12,9.03012042,2.86938019,9.248824302,0.666110635,0,
1.444E+12,15.30551033,10.08488849,9.283613885,0.562348015,0,
1.44409E+12,27.05563107,27.65055752,9.335980648,-0.063724044,0,
1.44418E+12,32.72976528,41.68630144,9.502470502,-0.942548168,0,
1.44426E+12,15.85906483,23.73920698,9.351986044,-0.842616971,0,
1.44435E+12,31.95526472,37.60461264,9.702336305,-0.58226676,0,
1.44444E+12,12.57502375,7.381220638,9.290400917,0.559050482,0,
1.44452E+12,14.52980577,14.86130526,9.429451824,-0.035155754,0,
1.44461E+12,30.70499137,44.63127558,9.652431675,-1.4427747,0,
1.44469E+12,52.58596708,40.69806212,9.867333294,1.204773834,0,
1.44478E+12,24.59641934,33.30385741,9.553624033,-0.911427752,0,
1.44487E+12,13.20001793,17.00520662,9.304899456,-0.408944633,0,
1.44495E+12,12.13523748,11.91110936,9.288629087,0.024129299,0,
1.44504E+12,7.484197459,2.88121687,9.268590971,0.496621396,0,
1.44513E+12,4.575709715,2.874913254,9.272513064,0.183423463,0,
1.44521E+12,5.271488493,5.308292893,9.293927035,-0.003960048,0,
1.4453E+12,22.07812714,17.31395282,9.450017008,0.504144523,0,
1.44539E+12,14.11697451,13.22045994,9.514097727,0.09423012,0,
1.44547E+12,37.49993758,35.92624568,10.29805416,0.152814491,0,
1.44556E+12,6.577675607,5.34403275,9.272161941,0.133048028,0,
1.44564E+12,5.428686254,3.367968186,9.290574558,0.221807387,0,
1.44573E+12,15.26174453,7.228191833,9.42706662,0.852179476,0,
1.44582E+12,6.569443229,6.259143021,9.264896506,0.033492032,0,
1.4459E+12,8.055036114,6.445165255,9.255717072,0.173932592,0,
1.44599E+12,9.527034108,10.58986662,9.364490863,-0.113496027,0,
1.44608E+12,59.65041101,72.28988914,10.01313331,-1.262290007,0,
1.44616E+12,11.99794875,11.26171369,9.283668709,0.079304323,0,
1.44625E+12,6.887272156,3.209266683,9.253273457,0.39748155,0,
1.44634E+12,13.2696224,8.217957108,9.530173888,0.530070631,0,
1.44642E+12,15.63807316,17.82269424,9.401735684,-0.232363592,0,
1.44651E+12,25.44756326,34.15923875,9.546111098,-0.912588949,0,
1.4466E+12,13.80191731,19.17331359,9.369021897,-0.573314519,0,
1.44668E+12,57.21569315,45.07270568,9.693238469,1.252727611,0,
1.44677E+12,61.12642662,74.10762979,10.38236054,-1.250313271,0,
1.44685E+12,10.53243516,15.86516126,9.717654124,-0.548766815,0,
1.44694E+12,4.933340057,3.619870017,9.253798105,0.14193848,0,
1.44703E+12,9.845086697,10.54065956,9.264782892,-0.075077082,0,
1.44711E+12,6.44320479,3.256927836,9.28092827,0.343314468,0,
1.4472E+12,5.856751958,3.76649258,9.503412837,0.219948287,0,
1.44729E+12,6.946611083,5.053986204,9.379454141,0.201784118,0,
1.44737E+12,10.19642506,7.165883469,9.257125589,0.327373931,0,
1.44746E+12,5.036712347,2.660987671,9.248075416,0.256888549,0,
1.44755E+12,4.136972511,2.440777722,9.255792084,0.183257659,0,
1.44763E+12,11.74768056,7.729208388,9.270517921,0.433467926,0,
1.44772E+12,28.63664967,3.310632657,9.266108924,2.733187923,1,
1.4478E+12,19.10052719,3.928224456,9.260662204,1.638360454,0,
1.44789E+12,7.642707088,6.269723348,9.331613624,0.147132511,0,
1.44798E+12,8.040416403,15.97647487,9.360975704,-0.84778112,0,
1.44806E+12,4.417976377,2.52256679,9.247483441,0.204964907,0,
1.44815E+12,4.226191519,2.671285251,9.393906476,0.16552286,0,
1.44824E+12,4.61960575,3.110902025,9.265889016,0.162823418,0,
1.44832E+12,5.242592637,3.160862637,9.26150599,0.2247723,0,
1.44841E+12,4.368176257,3.753489847,9.256751638,0.066404116,0,
1.4485E+12,4.644128914,3.749379944,9.423555393,0.094948131,0,
1.44858E+12,10.11570402,9.643077492,10.00001349,0.047262589,0,
1.44867E+12,6.047765925,5.170859989,9.548976234,0.091832456,0,
1.44876E+12,4.135205422,1.372532277,9.411189777,0.293551954,0,
1.44884E+12,4.65271931,2.250306197,9.295062051,0.258461224,0,
1.44893E+12,6.111805799,3.25503152,9.311302519,0.30680716,0,
1.44901E+12,5.715182639,3.212291033,9.361585487,0.267357662,0,
1.4491E+12,6.900776126,3.598555628,9.274335867,0.356060051,0,
1.44919E+12,6.452315403,3.317936815,9.258229927,0.338550523,0,
1.44927E+12,5.331348319,2.743581362,9.244665004,0.279920036,0,
1.44936E+12,5.233315112,4.211811733,9.245286052,0.110489105,0,
1.44945E+12,8.17557406,4.43654449,9.263604721,0.403625768,0,
1.44953E+12,7.356950664,3.50739423,9.367445672,0.410950495,0,
1.44962E+12,7.384341547,3.210429656,9.28384174,0.449588867,0,
1.44971E+12,9.091825553,6.030144251,9.299986411,0.329213524,0,
1.44979E+12,11.11893391,7.794534586,9.289718098,0.357857934,0,
1.44988E+12,9.463433917,6.951111933,9.295769391,0.270265094,0,
1.44996E+12,6.218399517,2.614078693,9.325295066,0.38651011,0,
1.45005E+12,8.461570236,2.4288128,9.417404947,0.640596584,0,
1.45014E+12,9.652048567,11.99622737,9.363892424,-0.250342347,0,
1.45022E+12,6.84438756,3.476636869,9.253988239,0.363924246,0,
1.45031E+12,6.874521851,3.86329597,9.408262438,0.32006185,0,
1.4504E+12,6.322542948,2.984785302,9.686070591,0.34459357,0,
1.45048E+12,3.24427062,1.289812457,9.464687524,0.20650002,0,
1.45057E+12,3.07867291,0.922164236,9.539491665,0.226061173,0,
1.45066E+12,3.791293916,2.306893362,9.695207006,0.153106638,0,
1.45074E+12,5.621649276,6.816314636,10.02963706,-0.119113519,0,
1.45083E+12,6.842509755,2.682984077,9.733856465,0.427325561,0,
1.45092E+12,17.56092496,22.44437227,11.67791071,-0.418178169,0,
1.451E+12,8.440208521,8.707542664,10.99345362,-0.024317576,0,
1.45109E+12,4.628316472,1.047472664,9.656482852,0.370822779,0,
1.45117E+12,3.235855555,0.831789328,9.842651467,0.244249858,0,
1.45126E+12,2.374792418,1.58983587,9.84571634,0.079725692,0,
1.45135E+12,2.254433303,1.607952476,10.03113526,0.064447424,0,
1.45143E+12,1.772468348,1.995765292,10.06432883,-0.022186968,0,
1.45152E+12,1.683480293,1.15199251,9.699653192,0.054794514,0,
1.45161E+12,1.67900178,2.091298655,9.717709239,-0.042427373,0,
1.45169E+12,1.786245277,0.775206009,9.687661256,0.104363607,0,
1.45178E+12,1.853740875,0.5262226,9.751333089,0.136137107,0,
1.45187E+12,2.994453233,3.14858679,9.536231317,-0.016162942,0,
1.45195E+12,2.585073911,2.239613793,9.465110388,0.036498266,0,
1.45204E+12,2.989435746,2.844331125,9.393427556,0.015447463,0,
1.45212E+12,3.833506686,2.388940239,9.348879268,0.154517606,0,
1.45221E+12,3.963651882,3.57482845,9.535602339,0.04077597,0,
1.4523E+12,3.968667212,3.30579291,9.362623157,0.070800062,0,
1.45238E+12,4.509288898,3.861815214,9.690965159,0.066812095,0,
1.45247E+12,5.00347015,3.364606398,9.438117676,0.173643073,0,
1.45256E+12,4.621502808,2.304812781,9.435813986,0.245520951,0,
1.45264E+12,4.072056652,2.844029472,9.399762467,0.130644491,0,
1.45273E+12,4.147633621,2.336828087,9.357080766,0.193522486,0,
1.45282E+12,4.37279792,2.879693915,9.396518431,0.158899705,0,
1.4529E+12,4.26430061,3.14847642,9.338732045,0.119483479,0,
1.45299E+12,3.532956961,1.768942345,9.308966754,0.189496285,0,
1.45308E+12,3.621141291,2.312728961,9.645999202,0.135643006,0,
1.45316E+12,3.96714203,2.430516835,9.422181127,0.163085933,0,
1.45325E+12,4.34860657,2.844194311,9.400997216,0.160026881,0,
1.45333E+12,4.091892073,2.21950404,9.400702408,0.199175333,0,
1.45342E+12,4.569885856,2.0130613,9.361721886,0.273114774,0,
1.45351E+12,4.484700863,3.592143923,9.414804998,0.09480355,0,
1.45359E+12,4.101931081,1.892792972,9.322883755,0.236958667,0,
1.45368E+12,5.151008339,3.381895274,9.261553161,0.191016888,0,
1.45377E+12,6.678088756,2.996095205,9.259311453,0.397653062,0,
1.45385E+12,6.167567641,3.43384054,9.254533601,0.295393287,0,
1.45394E+12,6.884137304,4.181149236,9.262450551,0.291822132,0,
1.45403E+12,6.097502256,3.629342127,9.285545127,0.265806702,0,
1.45411E+12,4.663467418,2.412729229,9.25087659,0.243299991,0,
1.4542E+12,4.645054915,3.892293128,9.243761897,0.081434571,0,
1.45428E+12,6.368019935,9.674238064,9.278896011,-0.356315894,0,
1.45437E+12,7.588554311,3.522909306,9.272747561,0.438450953,0,
1.45446E+12,8.249087356,5.554533203,9.348461825,0.288235028,0,
1.45454E+12,9.189410357,9.122148494,9.35976148,0.00718628,0,
1.45463E+12,7.769726032,4.513226266,9.437349838,0.345065068,0,
1.45472E+12,5.929457488,2.382383997,9.253325654,0.383329586,0,
1.4548E+12,5.651031551,2.916645536,9.274412358,0.294831188,0,
1.45489E+12,5.771159325,1.883095424,9.406502161,0.413337905,0,
1.45498E+12,5.882559338,3.037189166,9.270228406,0.306936361,0,
1.45506E+12,6.183477448,3.390182733,9.255684943,0.301792329,0,
1.45515E+12,6.324943352,3.621239902,9.263626839,0.291862302,0,
1.45524E+12,4.824221356,3.688797403,9.279583231,0.122357214,0,
1.45532E+12,4.006206841,2.360847508,9.268140179,0.177528533,0,
1.45541E+12,3.054601197,3.260675387,9.289139437,-0.022184422,0,
1.45549E+12,4.974561125,3.794593671,9.345553019,0.126259778,0,
1.45558E+12,8.270938834,5.463601363,9.263721185,0.303046413,0,
1.45567E+12,6.082071053,4.744687852,9.283439732,0.144061171,0,
1.45575E+12,6.703038076,5.073300119,9.284715321,0.175529125,0,
1.45584E+12,6.899526418,3.892131758,9.288308318,0.32378282,0,
1.45593E+12,6.687032272,6.038586291,9.263844714,0.069997501,0,
1.45601E+12,7.055453959,2.834419708,9.267600703,0.455461385,0,
1.4561E+12,7.918209582,4.960995315,9.287203143,0.318418174,0,
1.45619E+12,7.868057791,3.012701354,9.258261049,0.524435033,0,
1.45627E+12,7.478381204,6.431901529,9.324477638,0.112229308,0,
1.45636E+12,8.53660659,25.75881371,9.570507918,-1.799508163,0,
1.45644E+12,10.04507224,4.776641358,9.322966174,0.565102434,0,
1.45653E+12,8.098895965,2.643476465,9.303111049,0.586408081,0,
1.45662E+12,8.249036535,4.71877976,9.256682452,0.381373866,0,
1.4567E+12,10.33329557,10.08404654,9.256259795,0.026927618,0,
1.45679E+12,9.745134549,4.714191907,9.310924705,0.540326853,0,
1.45688E+12,5.926090629,3.57905666,9.254127263,0.253620239,0,
1.45696E+12,5.410859357,5.908491516,9.311277312,-0.053444027,0,
